station_origin,station_destination,flows,population,jobs,distance
Aldgate,Ruislip,1,2886,257,28155.636942711077
Aldgate,Ruislip Gardens,0,2886,167,26929.42584741196
Aldgate,Ruislip Manor,1,2886,408,27476.75564955984
Aldgate,Russell Square,7,2886,5172,4653.439032070977
Aldgate,Seven Sisters,2,2886,10191,10187.289906868271
Aldgate,Shepherd's Bush,2,2886,9890,11182.50646160882
Aldgate,Shepherd's Bush Market,3,2886,416,12944.193854246634
Aldgate,Sloane Square,6,2886,8229,7333.896253516952
Aldgate,Snaresbrook,0,2886,512,12767.479275313883
Aldgate,South Ealing,0,2886,670,19071.652602004277
Aldgate,South Harrow,0,2886,387,26336.74965522327
Aldgate,South Kensington,10,2886,15325,8507.101879059821
Aldgate,South Kenton,0,2886,261,20323.728916534918
Aldgate,South Ruislip,0,2886,289,26043.54607464877
Aldgate,South Wimbledon,0,2886,1361,15126.866379716645
Aldgate,South Woodford,0,2886,766,14083.32763855465
Aldgate,Southfields,0,2886,1351,16064.80807170333
Aldgate,Southgate,1,2886,874,17479.102156042492
Aldgate,Southwark,0,2886,10326,3421.935479126543
Aldgate,St. James's Park,15,2886,13339,5390.8741548846365
Aldgate,St. John's Wood,1,2886,3982,8807.40516846156
Aldgate,St. Paul's,4,2886,13446,2286.40510777506
Aldgate,Stamford Brook,0,2886,784,14116.484837901271
Aldgate,Stanmore,4,2886,983,24744.948069587033
Aldgate,Stepney Green,0,2886,1879,3479.8644127989264
Aldgate,Stockwell,0,2886,1623,6698.02057506332
Aldgate,Stonebridge Park,0,2886,729,16321.7978404435
Aldgate,Stratford,6,2886,55954,7314.064792349325
Aldgate,Sudbury Hill,0,2886,277,25194.125521820486
Aldgate,Sudbury Town,0,2886,218,23577.130448322838
Aldgate,Swiss Cottage,2,2886,2598,9777.324414681045
Aldgate,Temple,8,2886,6780,3426.6584965340335
Aldgate,Tooting Bec,0,2886,1239,11693.12218706247
Aldgate,Tooting Broadway,1,2886,4506,12768.045513884921
Aldgate,Tottenham Court Road,14,2886,19126,4744.064123335659
Aldgate,Tottenham Hale,0,2886,3239,11340.846636617824
Aldgate,Totteridge & Whetstone,0,2886,287,18850.390392334746
Aldgate,Tower Hill,4,2886,8286,597.17848756028
Aldgate,Tufnell Park,0,2886,557,8486.735650097511
Aldgate,Turnham Green,0,2886,1515,14721.238945166278
Aldgate,Turnpike Lane,2,2886,992,11709.467356044022
Aldgate,Upton Park,0,2886,1642,9606.00306238354
Aldgate,Uxbridge,29,2886,4316,33210.12832493561
Aldgate,Vauxhall,3,2886,16242,8204.858494351613
Aldgate,Victoria,5,2886,33251,6168.161529553764
Aldgate,Walthamstow Central,0,2886,5271,11103.017014964167
Aldgate,Wanstead,0,2886,419,12776.776048069127
Aldgate,Warren Street,0,2886,17309,5682.751402589026
Aldgate,Warwick Avenue,2,2886,1174,9424.554066331291
Aldgate,Waterloo,3,2886,23466,3979.7932880223607
Aldgate,Watford,2,2886,961,36350.948389307065
Aldgate,Wembley Central,0,2886,1327,18039.88905694175
Aldgate,Wembley Park,40,2886,5759,17469.35069616291
Aldgate,West Acton,0,2886,488,17432.09084604173
Aldgate,West Brompton,0,2886,5859,10735.9047660212
Aldgate,West Finchley,0,2886,91,16426.79550817963
Aldgate,West Ham,0,2886,5487,7355.039394774164
Aldgate,West Hampstead,9,2886,5856,10958.81561815662
Aldgate,West Harrow,2,2886,122,23167.14111530397
Aldgate,West Kensington,0,2886,1345,11112.574751756552
Aldgate,West Ruislip,0,2886,194,29053.805600153577
Aldgate,Westbourne Park,6,2886,1347,10398.61453094936
Aldgate,Westminster,14,2886,15466,4830.13584852608
Aldgate,White City,2,2886,5966,12482.982808323814
Aldgate,Whitechapel,2,2886,17633,2399.721365027817
Aldgate,Willesden Green,5,2886,830,13159.470266900285
Aldgate,Willesden Junction,1,2886,4165,13679.672253511148
Aldgate,Wimbledon,0,2886,6295,19080.297015616616
Aldgate,Wood Green,4,2886,2146,12640.280510167933
Aldgate,Wood Lane,8,2886,1578,12417.945346775608
Aldgate,Woodford,0,2886,706,15795.271450273565
Aldgate,Woodside Park,0,2886,745,17373.28205974625
Aldgate East,Acton Town,2,3172,2202,17185.79576709542
Aldgate East,Aldgate,0,3172,7782,1436.401300553029
Aldgate East,Alperton,0,3172,741,22158.83337493981
Aldgate East,Amersham,0,3172,256,45476.91418052907
Aldgate East,Angel,20,3172,8103,3774.0598575029835
Aldgate East,Archway,4,3172,2193,9724.03800748159
Aldgate East,Arnos Grove,0,3172,748,15743.730783932964
Aldgate East,Arsenal,0,3172,315,7742.732165611031
Aldgate East,Baker Street,45,3172,14973,6912.284892438377
Aldgate East,Balham,2,3172,3814,10960.03388600644
Aldgate East,Bank and Monument,95,3172,78549,1678.9375072347143
Aldgate East,Barbican,45,3172,9134,2107.202458988722
Aldgate East,Barking,15,3172,7004,11892.15170074623
Aldgate East,Barkingside,0,3172,262,17466.809787071168
Aldgate East,Barons Court,7,3172,2956,11915.342487020476
Aldgate East,Bayswater,0,3172,615,10563.202857625822
Aldgate East,Becontree,0,3172,456,15186.587541612256
Aldgate East,Belsize Park,2,3172,2255,8719.854469034499
Aldgate East,Bermondsey,0,3172,3172,4653.437542557876
Aldgate East,Bethnal Green,0,3172,4660,3373.0388184335807
Aldgate East,Blackfriars,165,3172,10849,2916.6739008805407
Aldgate East,Blackhorse Road,1,3172,2955,12905.78306161403
Aldgate East,Bond Street,39,3172,20967,6414.7247641969925
Aldgate East,Borough,7,3172,3254,3080.2297930971445
Aldgate East,Boston Manor,2,3172,892,20697.463695366427
Aldgate East,Bounds Green,0,3172,778,14389.48335717092
Aldgate East,Bow Road,16,3172,1193,3697.628475039029
Aldgate East,Brent Cross,0,3172,450,13798.615343025696
Aldgate East,Brixton,5,3172,5084,8526.782377574567
Aldgate East,Bromley-by-Bow,18,3172,1613,4706.3934831961715
Aldgate East,Buckhurst Hill,0,3172,228,16692.44476149818
Aldgate East,Burnt Oak,1,3172,649,18391.130672573254
Aldgate East,Caledonian Road,3,3172,1803,6460.727428485432
Aldgate East,Camden Town,16,3172,6348,6687.998193829
Aldgate East,Canada Water,0,3172,20443,3802.225706805344
Aldgate East,Canary Wharf,3,3172,58772,5127.924525268767
Aldgate East,Canning Town,5,3172,15428,7175.685551528589
Aldgate East,Cannon Street,85,3172,4698,2008.2451902432326
Aldgate East,Canons Park,0,3172,526,23569.10208447399
Aldgate East,Chalk Farm,4,3172,1329,7681.764070702608
Aldgate East,Chancery Lane,9,3172,15391,3623.5870049507707
Aldgate East,Charing Cross,1,3172,7016,4803.60379969419
Aldgate East,Chigwell,0,3172,148,17939.91939550211
Aldgate East,Chiswick Park,4,3172,1517,15913.63996908851
Aldgate East,Clapham Common,3,3172,2020,8535.114749327207
Aldgate East,Clapham North,2,3172,1238,7892.360681717814
Aldgate East,Clapham South,1,3172,1513,9787.421713169697
Aldgate East,Cockfosters,0,3172,262,20932.463465481378
Aldgate East,Colindale,2,3172,2081,17084.73091654016
Aldgate East,Colliers Wood,0,3172,865,14290.467573998785
Aldgate East,Covent Garden,3,3172,4355,4821.986279777281
Aldgate East,Dagenham East,2,3172,649,17893.969538770398
Aldgate East,Dagenham Heathway,2,3172,1108,16614.764152785734
Aldgate East,Debden,2,3172,865,20579.997146957703
Aldgate East,Dollis Hill,1,3172,847,14649.339561518282
Aldgate East,Ealing Broadway,3,3172,4846,19291.011209895238
Aldgate East,Ealing Common,0,3172,915,18212.408101662382
Aldgate East,Earl's Court,21,3172,6613,10410.56986798131
Aldgate East,East Acton,1,3172,1505,14682.173609880138
Aldgate East,East Finchley,0,3172,1253,13063.237781904758
Aldgate East,East Ham,14,3172,2062,9469.868047999305
Aldgate East,East Putney,9,3172,1877,14676.005018497697
Aldgate East,Eastcote,0,3172,364,26594.315464428448
Aldgate East,Edgware,0,3172,772,19909.245151826955
Aldgate East,Edgware Road,20,3172,6868,7947.103749828251
Aldgate East,Elephant & Castle,18,3172,6427,3901.3492848661945
Aldgate East,Elm Park,0,3172,269,20189.75968729934
Aldgate East,Embankment,131,3172,10220,4463.277968871063
Aldgate East,Epping,0,3172,498,26527.384439140013
Aldgate East,Euston,13,3172,16800,5314.422092846573
Aldgate East,Euston Square,105,3172,8093,5465.533907539108
Aldgate East,Fairlop,0,3172,182,18635.515843229703
Aldgate East,Farringdon,140,3172,25592,2568.104928577496
Aldgate East,Finchley Central,4,3172,1921,15433.776744441442
Aldgate East,Finchley Road,1,3172,3417,10446.86997358228
Aldgate East,Finsbury Park,2,3172,6769,8515.48268334362
Aldgate East,Fulham Broadway,9,3172,4200,11920.699973308916
Aldgate East,Gants Hill,0,3172,601,13978.521197070131
Aldgate East,Gloucester Road,20,3172,5194,9500.467837549531
Aldgate East,Golders Green,1,3172,1871,12283.52688802665
Aldgate East,Goldhawk Road,4,3172,370,13627.251212752302
Aldgate East,Goodge Street,13,3172,6457,5630.571050616777
Aldgate East,Grange Hill,0,3172,76,19286.822648542126
Aldgate East,Great Portland Street,30,3172,6936,6085.480776702749
Aldgate East,Green Park,46,3172,26754,6153.0117855528515
Aldgate East,Greenford,0,3172,1157,22143.250749519077
Aldgate East,Gunnersbury,14,3172,4775,16510.56964314961
Aldgate East,Hainault,0,3172,356,19514.180263758557
Aldgate East,Hammersmith,37,3172,18250,12809.16038610701
Aldgate East,Hampstead,2,3172,2010,9897.841419848968
Aldgate East,Hanger Lane,1,3172,1493,18316.955101731277
Aldgate East,Harlesden,2,3172,1668,15070.636161959588
Aldgate East,Harrow & Wealdstone,0,3172,1335,23738.31728637468
Aldgate East,Harrow-on-the-Hill,0,3172,3019,22169.072312932305
Aldgate East,Hatton Cross,3,3172,1219,29253.87401396769
Aldgate East,Heathrow Terminal 4,1,3172,693,31130.20668003792
Aldgate East,Heathrow Terminal 5,4,3172,975,34121.78521513175
Aldgate East,Heathrow Terminals 2 & 3,9,3172,2406,31666.553159966956
Aldgate East,Hendon Central,4,3172,1878,14932.23562699848
Aldgate East,High Barnet,0,3172,953,21686.779835880116
Aldgate East,High Street Kensington,10,3172,5427,10505.57359208083
Aldgate East,Highbury & Islington,0,3172,25385,7007.8879197448805
Aldgate East,Highgate,1,3172,856,11314.235713343991
Aldgate East,Hillingdon,0,3172,318,31309.502931266346
Aldgate East,Holborn,50,3172,22346,4189.061931746899
Aldgate East,Holland Park,1,3172,2063,10512.890126368568
Aldgate East,Holloway Road,3,3172,1696,7076.020622553062
Aldgate East,Hornchurch,1,3172,451,21734.126834142276
Aldgate East,Hounslow Central,0,3172,708,24971.374204350413
Aldgate East,Hounslow East,1,3172,843,24225.697680561916
Aldgate East,Hounslow West,1,3172,401,26450.441703784738
Aldgate East,Hyde Park Corner,2,3172,2410,6932.881912910582
Aldgate East,Kennington,2,3172,1161,4740.901559580768
Aldgate East,Kensal Green,0,3172,472,12571.225984669863
Aldgate East,Kensington,0,3172,2252,11957.23859644321
Aldgate East,Kentish Town,2,3172,3404,7965.929409470307
Aldgate East,Kew Gardens,1,3172,792,18290.792121501298
Aldgate East,Kilburn,1,3172,1953,12218.201713011425
Aldgate East,Kilburn Park,1,3172,823,11307.700901626402
Aldgate East,King's Cross St. Pancras,111,3172,33330,4426.079905508825
Aldgate East,Kingsbury,0,3172,1018,20629.84438937967
Aldgate East,Knightsbridge,12,3172,6821,7516.823245813147
Aldgate East,Ladbroke Grove,5,3172,2131,11448.313915274175
Aldgate East,Lambeth North,4,3172,1319,4795.515970070006
Aldgate East,Lancaster Gate,2,3172,1820,8316.727544628655
Aldgate East,Latimer Road,3,3172,1109,12107.877962493021
Aldgate East,Leicester Square,17,3172,8847,5187.508471654505
Aldgate East,Leyton,3,3172,1447,8009.002889663817
Aldgate East,Leytonstone,9,3172,1844,9672.868911097772
Aldgate East,Liverpool Street,47,3172,61122,965.8462909015719
Aldgate East,London Bridge,25,3172,29930,2565.648941450774
Aldgate East,Loughton,0,3172,655,18527.90034908345
Aldgate East,Maida Vale,1,3172,949,10455.928923823565
Aldgate East,Manor House,0,3172,1311,9631.60815899029
Aldgate East,Mansion House,80,3172,7815,2256.4203777205953
Aldgate East,Marble Arch,7,3172,6145,7098.148646938105
Aldgate East,Marylebone,7,3172,4250,7450.57422377006
Aldgate East,Mile End,22,3172,3759,3072.7100862537736
Aldgate East,Mill Hill East,0,3172,681,16955.95723921311
Aldgate East,Moorgate,65,3172,24574,1399.9263098754475
Aldgate East,Morden,2,3172,1447,16902.13626391243
Aldgate East,Mornington Crescent,2,3172,2927,6097.797946948647
Aldgate East,Neasden,0,3172,732,15434.907748312165
Aldgate East,Newbury Park,0,3172,559,16336.274601367812
Aldgate East,North Acton,3,3172,3168,15862.679619795315
Aldgate East,North Ealing,0,3172,332,19136.79962204808
Aldgate East,North Greenwich,6,3172,6276,6957.699875148487
Aldgate East,North Harrow,0,3172,190,24148.661312345506
Aldgate East,North Wembley,1,3172,365,19631.771567971755
Aldgate East,Northfields,0,3172,864,19766.633292811202
Aldgate East,Northolt,0,3172,663,23961.654493074973
Aldgate East,Northwick Park,0,3172,1713,20865.956082382872
Aldgate East,Northwood,0,3172,1018,29411.621384910806
Aldgate East,Northwood Hills,0,3172,488,27824.98134431606
Aldgate East,Notting Hill Gate,0,3172,5490,9813.17098962938
Aldgate East,Oakwood,0,3172,423,19588.509480608278
Aldgate East,Old Street,7,3172,15897,2253.4330332704876
Aldgate East,Osterley,1,3172,521,23258.22139864014
Aldgate East,Oval,7,3172,2544,5656.046879982639
Aldgate East,Oxford Circus,50,3172,44368,5860.394480041349
Aldgate East,Paddington,67,3172,20198,8735.717594988377
Aldgate East,Park Royal,3,3172,1552,20236.43323556938
Aldgate East,Parsons Green,7,3172,2711,12623.030970637346
Aldgate East,Perivale,0,3172,532,20546.84235014781
Aldgate East,Piccadilly Circus,61,3172,13641,5375.404450771603
Aldgate East,Pimlico,4,3172,5585,7810.05782201781
Aldgate East,Pinner,0,3172,292,25666.375633737323
Aldgate East,Plaistow,9,3172,1049,6848.49138042738
Aldgate East,Preston Road,0,3172,411,19132.83990603187
Aldgate East,Putney Bridge,12,3172,2494,13617.469807282823
Aldgate East,Queen's Park,1,3172,2167,11186.627086940009
Aldgate East,Queensbury,0,3172,439,21875.83003677391
Aldgate East,Queensway,3,3172,1882,9174.860411915499
Aldgate East,Ravenscourt Park,5,3172,1895,13649.250723393676
Aldgate East,Rayners Lane,0,3172,426,24774.99844092363
Aldgate East,Redbridge,0,3172,198,12520.779801053188
Aldgate East,Regent's Park,0,3172,3364,6838.428228721375
Aldgate East,Richmond,16,3172,5397,20458.912357239347
Aldgate East,Roding Valley,0,3172,84,15751.28112941128
Aldgate East,Royal Oak,3,3172,856,9673.000055495999
Aldgate East,Ruislip,0,3172,257,28399.41447945984
Aldgate East,Ruislip Manor,0,3172,408,27720.533186308603
Aldgate East,Russell Square,5,3172,5172,4895.483357503446
Aldgate East,Seven Sisters,1,3172,10191,10431.067443617034
Aldgate East,Shepherd's Bush,2,3172,9890,11424.55078704129
Aldgate East,Shepherd's Bush Market,3,3172,416,13187.971390995395
Aldgate East,Sloane Square,58,3172,8229,7575.940578949421
Aldgate East,Snaresbrook,2,3172,512,11331.077974760854
Aldgate East,South Ealing,2,3172,670,19313.696927436748
Aldgate East,South Harrow,0,3172,387,26580.527191972033
Aldgate East,South Kensington,79,3172,15325,8749.14620449229
Aldgate East,South Ruislip,0,3172,289,26285.59040008124
Aldgate East,South Wimbledon,2,3172,1361,15368.910705149116
Aldgate East,South Woodford,3,3172,766,12646.926338001622
Aldgate East,Southfields,3,3172,1351,16306.8523971358
Aldgate East,Southgate,0,3172,874,17722.879692791255
Aldgate East,Southwark,1,3172,10326,3663.9798045590114
Aldgate East,St. James's Park,117,3172,13339,5632.918480317106
Aldgate East,St. John's Wood,2,3172,3982,9051.182705210322
Aldgate East,St. Paul's,4,3172,13446,2528.449433207529
Aldgate East,Stamford Brook,5,3172,784,14358.529163333742
Aldgate East,Stanmore,0,3172,983,24988.725606335796
Aldgate East,Stepney Green,38,3172,1879,2043.4631122458973
Aldgate East,Stockwell,4,3172,1623,6940.0649004957895
Aldgate East,Stonebridge Park,0,3172,729,16565.57537719226
Aldgate East,Stratford,82,3172,55954,5877.6634917962965
Aldgate East,Sudbury Hill,0,3172,277,25436.169847252957
Aldgate East,Sudbury Town,0,3172,218,23819.17477375531
Aldgate East,Swiss Cottage,1,3172,2598,10021.101951429806
Aldgate East,Temple,195,3172,6780,3668.7028219665026
Aldgate East,Theydon Bois,0,3172,98,23902.000327130176
Aldgate East,Tooting Bec,2,3172,1239,11935.16651249494
Aldgate East,Tooting Broadway,8,3172,4506,13010.089839317392
Aldgate East,Tottenham Court Road,45,3172,19126,4986.108448768128
Aldgate East,Tottenham Hale,0,3172,3239,11584.624173366587
Aldgate East,Totteridge & Whetstone,0,3172,287,19094.16792908351
Aldgate East,Tower Hill,25,3172,8286,839.2228129927489
Aldgate East,Tufnell Park,0,3172,557,8730.513186846274
Aldgate East,Turnham Green,6,3172,1515,14963.28327059875
Aldgate East,Turnpike Lane,0,3172,992,11953.244892792785
Aldgate East,Upminster,0,3172,1132,24271.804642581792
Aldgate East,Upminster Bridge,0,3172,568,22961.06080841754
Aldgate East,Upney,1,3172,485,13259.443491667967
Aldgate East,Upton Park,12,3172,1642,8169.60176183051
Aldgate East,Uxbridge,0,3172,4316,33453.905861684376
Aldgate East,Vauxhall,19,3172,16242,8446.902819784082
Aldgate East,Victoria,31,3172,33251,6410.205854986233
Aldgate East,Walthamstow Central,0,3172,5271,11346.79455171293
Aldgate East,Wanstead,0,3172,419,11340.374747516098
Aldgate East,Warren Street,3,3172,17309,5926.528939337788
Aldgate East,Warwick Avenue,1,3172,1174,9668.331603080052
Aldgate East,Waterloo,49,3172,23466,4221.83761345483
Aldgate East,Watford,0,3172,961,36594.72592605583
Aldgate East,Wembley Central,0,3172,1327,18283.66659369051
Aldgate East,Wembley Park,1,3172,5759,17713.128232911673
Aldgate East,West Acton,0,3172,488,17674.135171474198
Aldgate East,West Brompton,11,3172,5859,10977.949091453671
Aldgate East,West Finchley,0,3172,91,16670.573044928395
Aldgate East,West Ham,13,3172,5487,5918.638094221135
Aldgate East,West Hampstead,4,3172,5856,11202.593154905378
Aldgate East,West Kensington,16,3172,1345,11354.619077189023
Aldgate East,West Ruislip,0,3172,194,29295.849925586048
Aldgate East,Westbourne Park,5,3172,1347,10642.392067698122
Aldgate East,Westminster,100,3172,15466,5072.180173958549
Aldgate East,White City,4,3172,5966,12725.027133756283
Aldgate East,Whitechapel,81,3172,17633,963.3200644747877
Aldgate East,Willesden Green,0,3172,830,13403.247803649045
Aldgate East,Willesden Junction,0,3172,4165,13923.449790259909
Aldgate East,Wimbledon,24,3172,6295,19322.341341049087
Aldgate East,Wimbledon Park,0,3172,596,17666.468321561224
Aldgate East,Wood Green,0,3172,2146,12884.058046916696
Aldgate East,Wood Lane,12,3172,1578,12661.72288352437
Aldgate East,Woodford,1,3172,706,14358.870149720537
Aldgate East,Woodside Park,1,3172,745,17617.05959649501
All Saints,Bank and Monument,93,740,78549,5917.618085302145
All Saints,Beckton,1,740,442,9302.57709084151
All Saints,Bow Church,74,740,925,1997.2224442933891
All Saints,Canary Wharf,67,740,58772,1340.0581919889778
All Saints,Canning Town,9,740,15428,3021.404269796235
All Saints,Crossharbour,4,740,1208,2939.988287407612
All Saints,Custom House,0,740,845,4617.320021270673
All Saints,Cutty Sark,13,740,1748,4757.389832981767
All Saints,Cyprus,1,740,850,7324.567270333748
All Saints,Deptford Bridge,10,740,840,6175.882252766515
All Saints,Devons Road,27,740,611,1358.737919496752
All Saints,East India,0,740,1522,1866.217751162556
All Saints,Elverson Road,1,740,226,6903.3768252595255
All Saints,Gallions Reach,4,740,557,8066.3363790420235
All Saints,Greenwich,4,740,1189,5391.026220529329
